boss_name,afterclass_name,
PATRICK TAN SIONG KUAN,Patrick TAN Siong Kuan,
PATRICK THNG,Patrick THNG,
PAUL GRIFFIN,Paul Robert GRIFFIN,
PAUL LIM,Paul LIM,
PAUL LIM HENG LEONG,Paul LIM,
PAUL QUAN,Paul QUAN,
PAUL ROBERT GRIFFIN,Paul Robert GRIFFIN,
PAULIN TAY STRAUGHAN,Paulin Tay STRAUGHAN,
PAULO DANIEL SALLES RAMOS,Paulo Daniel Salles RAMOS,
PAVNEET SINGH BEDI,BEDI Pavneet Singh,
PEARL TAN,Pearl TAN,
PEARLIE KOH,Pearlie KOH,
PEARLIE KOH MING CHOO,Pearlie KOH,
PEARLIE PEH ZHI QI,Pearlie PEH Zhi QI,
PEPITO NONA,"PEPITO, Nona",
"PEPITO, NONA","PEPITO, Nona",
PETER C. B. PHILLIPS,Peter C. B. PHILLIPS,
PETER PHILLIPS,Peter C. B. PHILLIPS,
PETRINA TEE,Petrina TEE,
PHAN SHIAW HWA JASON,PHAN Shiaw Hwa Jason,
PHANG SOCK YONG,PHANG Sock Yong,
"PHANG, RACHEL","PHANG, Rachel",
PHILIP CHARLES ZERRILLO,Philip Charles ZERRILLO,
PHILIP TAN,Philip TAN,
PHILLIPS LOH,Phillips LOH,
PHOEBE SEOW SU KIAN,Phoebe SEOW Su Kian,
PHOON KOK FAI,PHOON Kok Fai,
PHUA KUAN HUA,PHUA Kuan Hua,
PINAR DARENDELI,Pinar DARENDELI,
PIUS LEE,Pius LEE,
PRADEEP REDDY VARAKANTHAM,Pradeep Reddy VARAKANTHAM,
PRADEEP VARAKANTHAM,Pradeep Reddy VARAKANTHAM,
PRASART JONGJAROENKAMOL,Prasart JONGJAROENKAMOL,
PREM GURBANI,Prem GURBANI,
PRESTON WONG,Preston WONG,
Q FORREST ZHANG,Q Forrest ZHANG,
QIAN TANG,Qian TANG,
QIU YUE,QIU Yue,
"QUEK ANDERSON, DORCAS","QUEK Anderson, Dorcas",
,Qi YU,
RACHEL PHANG,"PHANG, Rachel",
RACHEL TAN XI'EN,Rachel TAN Xien,
RACHEL TAN XIEN,Rachel TAN Xien,
RAFAEL J. BARROS,Rafael J. BARROS,
RAFAEL LEAL-ARCAS,Rafael LEALARCAS,
RAFAEL LEALARCAS,Rafael LEALARCAS,
RAHUL NARNINDI,Rahul NARNINDI,
RAJAH KUMAR,Rajah KUMAR,
RAJESH KRISHNA BALAN,Rajesh Krishna BALAN,
RAMANATHAN KIRUTHIKA,Kiruthika RAMANATHAN,
RAMAPRASAD RAMAKRISHNAN,Ramaprasad RAMAKRISHNAN,
RANDALL E. DURAN,Randall E. DURAN,
RANDALL EUGENE DURAN,Randall E. DURAN,
RANI TAN,TAN Rani,
RATHNA N KOMAN,Rathna N KOMAN,
RATHNA N. KOMAN,Rathna N KOMAN,
RAYMOND TEO,Raymond TEO,
REDDI KOTHA,Reddi KOTHA,
REDDI RAYALU KOTHA,Reddi KOTHA,
RENNIE WHANG,Rennie WHANG,
RICHARD CROWLEY,Richard CROWLEY,
RICK SMITH,Rick SMITH,
RICKS JACOB,"RICKS, Jacob",
"RICKS, JACOB","RICKS, Jacob",
ROBERT DENG HUIJIE,Robert H DENG,
ROBERT H DENG,Robert H DENG,
ROGER LOH,Roger LOH,
ROGER LOW,Roger LOW,
RONALD BLEDOW,BLEDOW Ronald,
RONALD TAY,Ronald TAY,
RONG WANG,WANG Rong,
RONG YING,Rong YING,
ROSIANA NATALIE,Rosiana NATALIE,
ROSIE CHING,Rosie CHING,
ROXANE DESMICHT,Roxane DESMICHT,
ROY CHUA,Roy CHUA,
RUBY LEE,Ruby LEE,
RUTH CHIANG,Ruth CHIANG,
,Rachel TAN Yi,
,Rajendra K SRIVASTAVA,
,Richard DAVIS,
,Robert J. KAUFFMAN,
,Roberto S MARIANO,
S N VENKAT,S N Venkat,
SABINE BENOIT,Sabine BENOIT,
SACHIN GUPTA,Sachin GUPTA,
SAHRI BIN MD SALLEH,Sahri Bin Md SALLEH,
SAM LIEW,Sam LIEW,
SAM PHOEN,Sam PHOEN,
SAMUEL BECHER,Samuel BECHER,
SAMUEL NG,Samuel NG,
SAMUEL TAN,Samuel TAN,
SANDEEP R. CHANDUKALA,Sandeep R. CHANDUKALA,
SANDEEP SHARMA,Sandeep SHARMA,
SANDEEP SINGH,Sandeep SINGH,
SANJAY PANJABI,Sanjay Panjabi,
SANTOSH KUMAR,Santosh KUMAR,
SARALA SUBRAMANIAM,Sarala SUBRAMANIAM,
SAW CHENG LIM,SAW Cheng Lim,
SAW TENG SHENG,SAW Teng Sheng,
SAY GUI DENG,SAY Gui Deng,
SAYD RANDLE,Sayd RANDLE,
SEAH PEI SONG,SEAH Pei Song,
SEAN LAM,Sean LAM,
SEBASTIAN DETTMAN,Sebastian DETTMAN,
SEEMA CHOKSHI,Seema CHOKSHI,
SEO JI YUN,SEO Ji Yun,
SEOW POH SUN,SEOW Poh Sun,
SERENA GOH,Serena GOH,
SERENA LIM,Serena LIM,
SESHAN RAMASWAMI,Seshan RAMASWAMI,
SEULKI LEE,Seulki LEE,
SHAMALA RAMAKRESININ,Shamala RAMAKRESININ,
SHANE RYAN,Shane RYAN,
SHANG BOTONG,SHANG Botong,
SHANTANU BHATTACHARYA,Shantanu BHATTACHARYA,
SHAO JIANHUA,Shao JIANHUA,
SHAPHAN HARUN,Shaphan HARUN,
SHAR LWIN KHIN,SHAR Lwin Khin,
SHARAFALI MOOSA,Sharafali MOOSA,
SHAUN WONG,Shaun WONG,
SHAWN ANG DE XIAN,Shawn ANG De Xian,
SHE ZHAOWEI,SHE Zhaowei,
SHEILA WEE XI RUI,Sheila WEE Xi Rui,
SHEREEN FATIMAH,Shereen FATIMAH,
SHILPA MADAN,Shilpa MADAN,
SHIRISH RANGNEKAR,Shirish RANGNEKAR,
SHIRLEY HUANG JUNYING,Shirley HUANG Junying,
SHRIHARI MAHALE,Shrihari MAHALE,
SHRIRAM JAYAKUMAR,Shriram JAYAKUMAR,
SHUNA KHOO SHI ANN,Shuna KHOO Shi Ann,
SHUROJIT CHATTERJI,Shurojit CHATTERJI,
SHYAMALA DEENATHAYALAN,Shyamala DEENATHAYALAN,
SIAN EIRA JAY,Sian Eira JAY,
"SIAU, KENG LENG","SIAU, Keng Leng",
SIM CHER BOON,SIM Cher Boon,
SIMON SCHILLEBEECKX,Simon SCHILLEBEECKX,
SIN HARNG LUH,Sin Harng LUH,
SIRAJ IQBAL,Siraj IQBAL,
SIRI RAMASWAMI,Siri RAMASWAMI,
SIRIWAN CHUTIKAMOLTHAM,Siriwan CHUTIKAMOLTHAM,
SM MUSA,SM Musa,
SOH KIAN PENG,SOH Kian Peng,
SOMI SHIN,Somi SHIN,
SONG CHANGCHENG,SONG Changcheng,
SONNY ROSENTHAL,Sonny ROSENTHAL,
SOON HUI SHIN VIVIEN,Vivien SOON,
SOON JIAN WEI,SOON Jian Wei,
"SOON JIAN WEI, JOEL",SOON Jian Wei,
SOVAN PATRA,Sovan PATRA,
SRINIVAS K REDDY,Srinivas K. REDDY,
SRINIVAS K. REDDY,Srinivas K. REDDY,
STEFAN MORKOETTER,Stefan MORKOETTER,
STEFANIE SCHACHERER,Stefanie SCHACHERER,
STEFFI YUREE TEDJO,Steffi Yuree TEDJO,
STELLA PARK,Stella PARK,
STEPHANIE BURRIDGE,Stephanie BURRIDGE,
STEPHEN BULL,Stephen BULL,
STEPHEN CHING,Stephen CHING,
STEPHEN LEE,Stephen LEE,
STERLING HUANG,Sterling HUANG,
STEVEN BURIK,Steven BURIK,
STEVEN C.H. HOI,Steven HOI,
STEVEN CHONG,Steven CHONG,
STEVEN HOI,Steven HOI,
SU JIN CHANDRAN,SU Jin Chandran,
SU YIN YOONG,SU Yin Yoong,
SUBADEVAN S/O MAHADEVAN,Subadevan So MAHADEVAN,
SUBADEVAN SO MAHADEVAN,Subadevan So MAHADEVAN,
SUBHAJIT DATTA,Subhajit DATTA,
SUI YI SIONG,SUI Yi Siong,
SUKSRI LUMPRASERT,Suksri LUMPRASERT,
SUM YEE LOONG,SUM Yee Loong,
SUMATHI KRISHNA,Sumathi KRISHNA,
SUN JIAN,SUN Jian,
SUN JUN,SUN Jun,
SUN QIANRU,SUN Qianru,
SUNGJONG ROH,Sungjong ROH,
SUNIL JIWATRAM DADLANI,Sunil Jiwatram DADLANI,
SUSHEELA VARGHESE,Susheela VARGHESE,
SWAPNA GOTTIPATI,Swapna GOTTIPATI,
SWAPNIL MISHRA,Swapnil MISHRA,
SWARNALATHA ASHOK,Swarnalatha ASHOK,
SWAVEK WLODKOWSKI,Swavek WLODKOWSKI,
SWETHA GOTTIPATI,Swetha GOTTIPATI,
SYED MUHAMMAD HAFIZ BIN SYED NASIR,Syed Muhammad Hafiz Bin Syed NASIR,
SZE TIAM LIN,SZE Tiam Lin,
,Shaphan NG,
,Steven MILLER,
,Subhangshu DUTT,
,Sun Sun LIM,
TA NGUYEN BINH DUONG,TA Nguyen Binh Duong,
TAKASHI KUNIMOTO,Takashi KUNIMOTO,
TAMAS MAKANY,Tamas MAKANY,
TAN AH HWEE,TAN Ah Hwee,
TAN BOON ANN,TAN Boon Ann,
TAN BOON HENG,TAN Boon Heng,
TAN CHEE HIANG NICHOLAS,TAN Chee Hiang Nicholas,
TAN CHER KIAN,TAN Cher Kian,
TAN CHIA MIEN,TAN Chia Mien,
TAN CHIN TIONG,TAN Chin Tiong,
TAN CHOR HOONG,TAN Chor Hoong,
TAN HWEE HOON,TAN Hwee Hoon,
TAN HWEE PINK,TAN Hwee Pink,
TAN HWEE XIAN,TAN Hwee Xian,
TAN JENNY,TAN Jenny,
TAN KAI LIN,TAN Kai Lin,
"TAN KAI LIN, LYNN",TAN Kai Lin,
TAN KAR WAY,TAN Kar Way,
TAN KHENG LEONG,TAN Kheng Leong,
TAN KIM SONG,TAN Kim Song,
TAN LAY KHIM,TAN Lay Khim,
TAN PANG JIN,TAN Pang Jin,
TAN POH CHOO,TAN Poh Choo,
TAN RANI,TAN Rani,
TAN SEOW HON,TAN Seow Hon,
TAN SOR HOON,TAN Sor Hoon,
TAN SWEE LIANG,TAN Swee Liang,
TAN WEE LIANG,TAN Wee Liang,
TAN WEI PENG,TAN Wei Peng,
"TAN WEI PENG, BRIAN",TAN Wei Peng,
TAN YOO GUAN,TAN Yoo Guan,
,TAN Yi Ying,
TANG BEK WUAY,TANG Bek Wuay,
TANG HANG WU,TANG Hang Wu,
TANG HONG WEE,TANG Hong Wee,
TANG NINGYU,TANG Ningyu,
TANG QIAN,Qian TANG,
TANG TONY,"TANG, Tony",
"TANG, TONY","TANG, Tony",
TAO YUBO,TAO Yubo,
TAY SWEE YUAN,TAY Swee Yuan,
TAY WEI SHENG,TAY Wei Sheng,
"TAY WEI SHENG, PATRICK",TAY Wei Sheng,
TAY YONG SENG,TAY Yong Seng,
TED FEICHIN TSCHANG,Ted TSCHANG,
TED TSCHANG,Ted TSCHANG,
TEE CHONG YU,Tee Chong Yu,
TEE CHYNG WEN,TEE Chyng Wen,
TERENCE ANG,Terence ANG,
TERENCE FAN,Terence FAN,
TERENCE FAN PING-CHING,Terence FAN,
TERENCE YEO,Terence YEO,
TERRY VAN GEVELT,Terry VAN GEVELT,
THAM CHEE HO,THAM Chee Ho,
THAM TZE MINN,"THAM, Tze Minn Mandy",
"THAM, TZE MINN MANDY","THAM, Tze Minn Mandy",
THANUSHA RAJ,Thanusha RAJ,
THE SHAO YANN BENEDICT,THE Shao Yann Benedict,
THEMIN SUWARDY,Themin SUWARDY,
THIA SIM PENG,THIA Sim Peng,
THIA ZHANG JIE,THIA Zhang Jie,
THIVYA KANDAPPU,Thivya KANDAPPU,
THOMAS ALLARD,Thomas ALLARD,
THOMAS MENKHOFF,Thomas MENKHOFF,
TIMOTHY CHAN,Timothy CHAN,
TIMOTHY CHENG,Timothy CHENG,
TIMOTHY CLARK,Timothy CLARK,
TING YONG HONG,TING Yong Hong,
TIONG TECK WEE,Tiong Teck WEE,
TOH KIAN SING,TOH Kian Sing,
TOLMAS WONG,Tolmas WONG,
TOMOKI FUJII,Tomoki FUJII,
TONG YI LIN,Tong Yi LIN,
"TONG YI LIN, EILEEN",Tong Yi LIN,
TONY SEE,Tony SEE,
TONY WONG,Tony WONG,
TONYA TAN,Tonya TAN,
TORU YOSHIKAWA,Toru YOSHIKAWA,
TRACEY ZHANG CHUNQI,Tracey ZHANG Chunqi,
TRACY LOH,Tracy LOH,
TRUDI CHONG,Trudi CHONG,
TRUONG QUOC TUAN,TRUONG Quoc Tuan,
TSAI MING-HONG,TSAI Ming-Hong,
TSE YIU KUEN,TSE Yiu Kuen,
"TSE, JUSTIN K","TSE, Justin K",
TU JUN,TU Jun,
"VADERA, ABHIJEET K.","VADERA, Abhijeet K.",
VAKHO GIORGADZE,Vakho GIORGADZE,
VANDANA ADVANI,Vandana Ramesh ADVANI,
VANDANA RAMACHANDRA RAO,Vandana Ramachandra RAO,
VANDANA RAMESH ADVANI,Vandana Ramesh ADVANI,
VARDAAN CHAWLA,Vardaan CHAWLA,
VARELLA GINO LEE,Varella Gino LEE,
VENKAT,S N Venkat,
VENKY SHANKARARAMAN,Venky SHANKARARAMAN,
VICTOR GOH,Victor GOH,
VICTOR OCAMPO,Victor OCAMPO,
VICTOR ONG,Victor ONG,
VIDHYA LOGENDRAN,Vidhya LOGENDRAN,
VINCENT OH YAN MING,Vincent OH Yan Ming,
VINCENT OOI,Vincent OOI,
VINEETHA NAIR,Vineetha NAIR,
VINIKA DEVASAR RAO,Vinika Devasar RAO,
VINIT MISHRA,Vinit MISHRA,
VIVIEN KOH,Vivien KOH,
VIVIEN SOON,Vivien SOON,
VU HOANG PHUONG QUE,VU Hoang Phuong Que,
VU VAN HUNG,VU Van Hung,
WALTER WOON,Walter WOON,
WAN GUOHUA,WAN Guohua,
WANG HAI,WANG Hai,
WANG HELI,WANG Heli,
WANG JIWEI,WANG Jiwei,
WANG LIANGYAN,WANG Liangyan,
WANG QIUHONG,WANG Qiuhong,
WANG RENCHENG,WANG Rencheng,
WANG RONG,WANG Rong,
WANG SHENGYU,WANG Shengyu,
WANG WEI MUN,WANG Wei Mun,
WANG XINRUN,WANG Xinrun,
WANG YEAN SUNG,WANG Yean Sung,
WANG YICHEN,WANG Yichen,
WANG YONG,WANG Yong,
WANG ZHAOXIA,WANG Zhaoxia,
WARREN B. CHIK,Warren B. CHIK,
WAYNE SOO,Wayne SOO,
WAYNE WONG,Wayne WONG,
WEE KWAN ENG,WEE Kwan Eng,
WEE XUE TING,WEE Xue Ting,
WEI CHI SHEN,WEI Chi Shen,
WEI GAO,Wei GAO,
WEIKAI LI,Weikai LI,
WENDY TAN,Wendy TAN,
WHITNEY ZHANG,"Whitney, ZHANG Wei",
"WHITNEY, ZHANG WEI","Whitney, ZHANG Wei",
WILLIAM A. CALLAHAN,"CALLAHAN, William A.",
WILLIAM FONG,William FONG,
WILLIAM KOO,William KOO,
WILLIAM LUCY,William LUCY,
WILLIAM TOV,William TOV,
WILLOW WONG,Willow WONG,
WILSON TENG,Wilson TENG,
WINNIE LOH,Winnie LOH,
WINSTON CHOW,Winston CHOW,
WONG CHEE CHEIN,WONG Chee Chein,
WONG DAN CHI,WONG Dan Chi,
WONG FOT CHYI,WONG Fot Chyi,
WONG LI DE,WONG Li De,
"WONG LI DE, BRIAN",WONG Li De,
WONG MAY EE,WONG May Ee,
WONG OI MEI,WONG Oi Mei,
WONG SOONG MENG,WONG Soong Meng,
WONG SUAY PENG,WONG Suay Peng,
WONG TIONG KIAT,WONG Tiong Kiat,
WONG YUET NAN,WONG Yuet Nan,
WU MIN,WU Min,
WU ZHENGXIAO,WU Zhengxiao,
WYNTER LAURA,Wynter LAURA,
XIAO ZHE,XIAO Zhe,
XIE LUQUN,XIE Luqun,
XIE TIAN,XIE Tian,
XIE XIAOFEI,XIE Xiaofei,
XIN CHEN,Xin CHEN,
XU JIANHUAN,XU Jianhuan,
,XU Liang,
XU PENG,XU Peng,
XU YIXIN,XU Yixin,
XUE JINGYI,XUE Jingyi,
"XUE, HAIYANG","XUE, Haiyang",
YAN YUEMING,YAN Yueming,
YANG CHENYING,YANG Chenying,
YANG GUOMIN,YANG Guomin,
YANG HWAJIN,YANG Hwajin,
YANG XIAOYAN,YANG Xiaoyan,
YANG ZHENLIN,YANG Zhenlin,
YANGFANG (HELEN) ZHOU,Yangfang (Helen) Zhou,
YAO TIANHAO,YAO Tianhao,
YAP LIN FENG,YAP Lin Feng,
YASMIN HANNAH RAMLE,Yasmin Hannah RAMLE,
YASMIN ORTIGA,Yasmin ORTIGA,
YASMINE WONG,Yasmine Wong,
YEA HEE KO,"KO, Yea Hee",
YEO KENG LEONG,YEO Keng Leong,
YEO LAY HWEE,YEO Lay Hwee,
YEO SU LIN,YEO Su Lin,
YEO TIONG MIN,YEO Tiong Min,
YEO WEE LOON,YEO Wee Loon,
YI XIN,YI Xin,
YICHONG ZHANG,Yichong ZHANG,
YIN WANG,Yin WANG,
YIP MAN,YIP Man,
YONG HSIN NING,YONG Hsin Ning,
YOUNG JUN CHO,"CHO, Young Jun",
YU JUN,YU Jun,
YU QI,Qi YU,
YU SUN,YU Sun,
,YU Yang,
"YU, SHIHAO","YU, Shihao",
YUAN MEI,MEI Yuan,
YUANTO KUSNADI,Yuanto KUSNADI,
YUE HENG,YUE Heng,
YUESHEN,"Yueshen, Bart ZHOU",
"YUESHEN, BART ZHOU","Yueshen, Bart ZHOU",
YULIYA DZYUBAN,Yuliya DZYUBAN,
YUNGHANS IRAWAN,Yunghans IRAWAN,
YUSRI SUPIYAN,Yusri SUPIYAN,
ZANG YOONSEOK,ZANG Yoonseok,
ZELLER ALAN WILLIAM,Alan ZELLER,
ZENG QINGLI,ZENG Qingli,
"ZENG, QINGLI",ZENG Qingli,
ZHANG CE,ZHANG Ce,
ZHANG HONG,ZHANG Hong,
"ZHANG MAN, CYNDI","ZHANG Man, Cyndi",
ZHANG WEI,ZHANG Wei,
ZHANG XUAN,ZHANG Xuan,
ZHANG YAJIE,ZHANG Yajie,
ZHANG YICHONG,Yichong ZHANG,
ZHANG YUYING,ZHANG Yuying,
ZHANG ZHENJIE,ZHANG Zhenjie,
ZHANG ZHIYUAN,ZHANG Zhiyuan,
"ZHANG, CE",ZHANG Ce,
ZHAO YIBAO,ZHAO Yibao,
ZHAO YILIANG,ZHAO Yiliang,
ZHENG BAIHUA,ZHENG Baihua,
ZHENG HUAN,ZHENG Huan,
ZHENG ZHICHAO,ZHENG Zhichao Daniel,
ZHENG ZHICHAO DANIEL,ZHENG Zhichao Daniel,
"ZHENG ZHICHAO, DANIEL",ZHENG Zhichao Daniel,
ZHIZE LI,Zhize LI,
ZHOU KANKAN,ZHOU Kankan,
ZHOU PAN,ZHOU Pan,
ZHOU YU XUAN,"ZHOU Yu Xuan, Sophia",
"ZHOU YU XUAN, SOPHIA","ZHOU Yu Xuan, Sophia",
ZHOU YULIANG,ZHOU Yuliang,
ZHOU ZIMU,ZHOU Zimu,
ZHU FEIDA,ZHU Feida,
ZHUANG WUBIN,ZHUANG Wubin,
ZSUZSA REKA HUSZAR,Zsuzsa Reka HUSZAR,
